,0,1,2,3,4
0,0.06128571428571429,0.0,-0.06294347826086956,0.0,0.0
1,0.063225,0.0,0.0,0.0,0.06623125
2,0.0,0.0,0.0,0.0,0.0
3,0.0,-0.135575,0.0,0.0,0.0
4,0.18372000000000002,0.0,0.0,0.0,0.0
5,-0.07878333333333333,0.1366,0.0,0.0,0.0
6,0.0,-0.07339999999999999,0.0,0.0,0.148
7,0.0,0.0,-0.0021784313725490244,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,-0.043626666666666675,0.01649166666666667,0.055165217391304346
10,0.02573941605839416,0.0605125,0.0,0.0,0.006985393258426974
11,-0.039481818181818173,0.0,0.0,0.0,0.0
12,0.08232857142857143,0.0,0.0,0.0,0.0
13,0.0,0.0,0.1418625,0.0,0.1418625
14,0.015039473684210526,-0.0716157894736842,-0.055228,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0
16,0.05790526315789473,-0.10646666666666665,-0.2038,0.0,0.0
17,0.0,0.0,0.0,0.0,-0.012524137931034482
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.07348181818181819
20,0.0,0.0,-0.05423,0.0,0.0
21,-0.024125531914893614,0.031509333333333334,0.00860833333333333,-0.018999999999999996,0.05001436781609197
22,0.0,0.0,0.0,0.0,0.0
23,-0.14720833333333333,-0.14720833333333333,0.0,0.0,-0.14720833333333333
24,0.0,0.08711904761904762,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,0.0029291666666666633,0.0,0.0,0.026133333333333324,0.14336875000000002
27,0.0,0.0,0.1457142857142857,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.07164736842105263,0.0,0.0,0.0
30,0.0,-0.020929411764705884,0.0,0.0,-0.020929411764705884
31,0.0,0.0,0.0,0.0,0.0
32,-0.0406,-0.03818,-0.13971666666666666,0.0,0.10493749999999999
33,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0516,0.0,-0.069675,0.0516
35,0.0,0.0,0.0,0.0,0.06585000000000002
36,0.05101764705882353,0.0,0.0,0.0,0.0
37,0.023886075949367088,0.040789189189189196,0.11452499999999999,0.0,0.1060142857142857
38,0.0,0.0,-0.04175000000000001,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0
41,-0.05067272727272727,0.0,0.14679999999999999,0.0,0.0
